frame.number	ip.src	tcp.srcport	ip.dst	tcp.dstport
1790	185.199.110.133	443	192.168.1.3	54082
1791	185.199.110.133	443	192.168.1.3	54082
1792	185.199.110.133	443	192.168.1.3	54082
1793	185.199.110.133	443	192.168.1.3	54082
1794	185.199.110.133	443	192.168.1.3	54082
1795	185.199.110.133	443	192.168.1.3	54082
1796	185.199.110.133	443	192.168.1.3	54082
1797	185.199.110.133	443	192.168.1.3	54082
1798	185.199.110.133	443	192.168.1.3	54082
1799	185.199.110.133	443	192.168.1.3	54082
1800	185.199.110.133	443	192.168.1.3	54082
1801	192.168.1.3	54082	185.199.110.133	443
1802	192.168.1.3	54082	185.199.110.133	443
1803	192.168.1.3	54082	185.199.110.133	443
1804	185.199.110.133	443	192.168.1.3	54082
1805	185.199.110.133	443	192.168.1.3	54082
1806	185.199.110.133	443	192.168.1.3	54082
1807	185.199.110.133	443	192.168.1.3	54082
1808	185.199.110.133	443	192.168.1.3	54082
1809	185.199.110.133	443	192.168.1.3	54082
1810	185.199.110.133	443	192.168.1.3	54082
1811	185.199.110.133	443	192.168.1.3	54082
1812	192.168.1.3	54082	185.199.110.133	443
1813	192.168.1.3	54082	185.199.110.133	443
1814	185.199.110.133	443	192.168.1.3	54082
1815	192.168.1.3	54082	185.199.110.133	443
1816	185.199.110.133	443	192.168.1.3	54082
1817	185.199.110.133	443	192.168.1.3	54082
1818	185.199.110.133	443	192.168.1.3	54082
1819	185.199.110.133	443	192.168.1.3	54082
1820	185.199.110.133	443	192.168.1.3	54082
1821	192.168.1.3	54082	185.199.110.133	443
1822	192.168.1.3	54082	185.199.110.133	443
1823	185.199.110.133	443	192.168.1.3	54082
1824	185.199.110.133	443	192.168.1.3	54082
1825	185.199.110.133	443	192.168.1.3	54082
1826	185.199.110.133	443	192.168.1.3	54082
1827	185.199.110.133	443	192.168.1.3	54082
1828	192.168.1.3	54082	185.199.110.133	443
1829	192.168.1.3	54082	185.199.110.133	443
1830	185.199.110.133	443	192.168.1.3	54082
1831	185.199.110.133	443	192.168.1.3	54082
1832	185.199.110.133	443	192.168.1.3	54082
1833	185.199.110.133	443	192.168.1.3	54082
1834	192.168.1.3	54082	185.199.110.133	443
1835	185.199.110.133	443	192.168.1.3	54082
1836	185.199.110.133	443	192.168.1.3	54082
1837	192.168.1.3	54082	185.199.110.133	443
1838	185.199.110.133	443	192.168.1.3	54082
1839	185.199.110.133	443	192.168.1.3	54082
1840	185.199.110.133	443	192.168.1.3	54082
1841	192.168.1.3	54082	185.199.110.133	443
1842	185.199.110.133	443	192.168.1.3	54082
1843	185.199.110.133	443	192.168.1.3	54082
1844	192.168.1.3	54082	185.199.110.133	443
1845	185.199.110.133	443	192.168.1.3	54082
1846	192.168.1.3	54082	185.199.110.133	443
1847	185.199.110.133	443	192.168.1.3	54082
1848	185.199.110.133	443	192.168.1.3	54082
1849	192.168.1.3	54082	185.199.110.133	443
1850	192.168.1.3	54082	185.199.110.133	443
1851	185.199.110.133	443	192.168.1.3	54082
1852	192.168.1.3	54082	185.199.110.133	443
1853	185.199.110.133	443	192.168.1.3	54082
1854	185.199.110.133	443	192.168.1.3	54082
1855	192.168.1.3	54082	185.199.110.133	443
1856	192.168.1.3	54082	185.199.110.133	443
1857	185.199.110.133	443	192.168.1.3	54082
1858	185.199.110.133	443	192.168.1.3	54082
1859	192.168.1.3	54082	185.199.110.133	443
1860	185.199.110.133	443	192.168.1.3	54082
1861	185.199.110.133	443	192.168.1.3	54082
1862	192.168.1.3	54082	185.199.110.133	443
1863	185.199.110.133	443	192.168.1.3	54082
1864	192.168.1.3	54082	185.199.110.133	443
1865	185.199.110.133	443	192.168.1.3	54082
1866	185.199.110.133	443	192.168.1.3	54082
1867	192.168.1.3	54082	185.199.110.133	443
1868	192.168.1.3	54082	185.199.110.133	443
1869	185.199.110.133	443	192.168.1.3	54082
1870	185.199.110.133	443	192.168.1.3	54082
1871	192.168.1.3	54082	185.199.110.133	443
1872	185.199.110.133	443	192.168.1.3	54082
1873	185.199.110.133	443	192.168.1.3	54082
1874	185.199.110.133	443	192.168.1.3	54082
1875	192.168.1.3	54082	185.199.110.133	443
1876	185.199.110.133	443	192.168.1.3	54082
1877	185.199.110.133	443	192.168.1.3	54082
1878	185.199.110.133	443	192.168.1.3	54082
1879	185.199.110.133	443	192.168.1.3	54082
1880	192.168.1.3	54082	185.199.110.133	443
1881	192.168.1.3	54082	185.199.110.133	443
1882	185.199.110.133	443	192.168.1.3	54082
1883	185.199.110.133	443	192.168.1.3	54082
1884	192.168.1.3	54082	185.199.110.133	443
1885	185.199.110.133	443	192.168.1.3	54082
1886	185.199.110.133	443	192.168.1.3	54082
1887	185.199.110.133	443	192.168.1.3	54082
1888	185.199.110.133	443	192.168.1.3	54082
1889	192.168.1.3	54082	185.199.110.133	443
1890	185.199.110.133	443	192.168.1.3	54082
1891	185.199.110.133	443	192.168.1.3	54082
1892	192.168.1.3	54082	185.199.110.133	443
1893	185.199.110.133	443	192.168.1.3	54082
1894	185.199.110.133	443	192.168.1.3	54082
1895	185.199.110.133	443	192.168.1.3	54082
1896	185.199.110.133	443	192.168.1.3	54082
1897	192.168.1.3	54082	185.199.110.133	443
1898	185.199.110.133	443	192.168.1.3	54082
1899	192.168.1.3	54082	185.199.110.133	443
1900	185.199.110.133	443	192.168.1.3	54082
1901	185.199.110.133	443	192.168.1.3	54082
1902	185.199.110.133	443	192.168.1.3	54082
1903	185.199.110.133	443	192.168.1.3	54082
1904	185.199.110.133	443	192.168.1.3	54082
1905	192.168.1.3	54082	185.199.110.133	443
1906	192.168.1.3	54082	185.199.110.133	443
1907	185.199.110.133	443	192.168.1.3	54082
1908	192.168.1.3	54082	185.199.110.133	443
1909	185.199.110.133	443	192.168.1.3	54082
1910	185.199.110.133	443	192.168.1.3	54082
1911	185.199.110.133	443	192.168.1.3	54082
1912	185.199.110.133	443	192.168.1.3	54082
1913	192.168.1.3	54082	185.199.110.133	443
1914	192.168.1.3	54082	185.199.110.133	443
1915	185.199.110.133	443	192.168.1.3	54082
1916	185.199.110.133	443	192.168.1.3	54082
1917	192.168.1.3	54082	185.199.110.133	443
1918	185.199.110.133	443	192.168.1.3	54082
1919	185.199.110.133	443	192.168.1.3	54082
1920	185.199.110.133	443	192.168.1.3	54082
1921	185.199.110.133	443	192.168.1.3	54082
1922	192.168.1.3	54082	185.199.110.133	443
1923	192.168.1.3	54082	185.199.110.133	443
1924	192.168.1.3	54082	185.199.110.133	443
1925	185.199.110.133	443	192.168.1.3	54082
1926	185.199.110.133	443	192.168.1.3	54082
1927	185.199.110.133	443	192.168.1.3	54082
1928	192.168.1.3	54082	185.199.110.133	443
1929	192.168.1.3	54082	185.199.110.133	443
1934	192.168.1.3	52926	199.247.27.41	3333
1936	192.168.1.3	52926	199.247.27.41	3333
1938	192.168.1.3	52926	199.247.27.41	3333
1939	192.168.1.3	52926	199.247.27.41	3333
1940	192.168.1.3	52926	199.247.27.41	3333
1941	192.168.1.3	52928	199.247.27.41	3333
1942	192.168.1.3	52928	199.247.27.41	3333
1943	192.168.1.3	52928	199.247.27.41	3333
1944	192.168.1.3	52928	199.247.27.41	3333
1947	192.168.1.3	52928	199.247.27.41	3333
1963	192.168.1.3	40106	178.128.242.134	3333
1965	192.168.1.3	40106	178.128.242.134	3333
1966	192.168.1.3	40106	178.128.242.134	3333
1969	192.168.1.3	40106	178.128.242.134	3333
